Voisin0,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,Voisin6,Voisin7,Voisin8,Voisin9
528,42962,14338,28268,2075,1193,8063,9173,50983,18439
529,8243,2650,15790,12019,12332,5367,2741,4945,645
530,442,511,1154,10605,213,11503,16,1327,7416
531,1988,333,3166,3174,3160,504,17811,424,330
532,327,404,54,40223,1025,1567,44464,1407,6898
533,350,361,820,1332,30,354,987,2891,3087
534,3185,3014,1163,296,297,333,17811,3174,61
535,51,92,3175,1492,221,1582,278,4370,10
536,130,3395,4675,4074,3152,3744,4719,1035,198
537,1212,2487,3438,4459,5805,7504,13721,4349,14331
538,3,6140,1805,2285,3734,193,1420,8265,2178
539,5564,23021,7503,50417,5568,492,1601,5220,25162
540,1346,2532,3627,6059,5478,37030,12112,979,6691
541,4089,9628,6796,761,3377,17326,19179,4573,4537
542,32785,1971,1686,48566,14057,3350,8896,3352,12037
543,972,11021,1681,821,3533,2318,430,15741,6070
544,2391,4931,3118,5322,9299,801,10762,16769,39059
545,10812,3818,1269,473,11831,2219,342,239,3455
546,374,791,679,3524,1491,116,2,273,6990
547,1006,2004,19286,1254,590,11642,29044,588,12912
548,2321,2322,7434,10168,20692,14,12471,23317,376
549,1183,12099,20293,30425,6916,35323,1275,7541,1348
550,1321,1614,1718,6753,9527,459,1590,6775,4238
551,19984,4868,5223,2832,1714,817,6224,517,7701
552,160,243,575,114,1088,1168,3587,1331,32628
553,49612,23288,23279,11730,8784,3313,1950,4272,4425
554,759,10924,5935,398,1510,1820,1640,2683,30994
555,526,755,13483,9844,2784,1664,718,1042,1119
556,1338,978,4492,33537,4374,3232,32541,5862,9518
557,269,1040,192,1584,319,1831,5243,2234,1160
558,421,298,484,2619,703,751,457,2716,6357
559,2468,5001,456,627,1404,6894,4958,1757,1773
560,150,5965,5651,7444,10478,3943,3371,250,2037
561,6135,2208,6220,5436,5188,6904,7784,6056,29271
562,176,1442,970,4534,4476,2959,1787,4224,2653
563,754,611,1821,6867,320,94,176,1442,4552
564,632,13774,752,2420,2168,2876,512,2965,4772
565,5357,10856,104,577,3358,10599,83,9187,4082
566,8027,48,9042,2536,28667,7460,4976,1796,4248
567,25231,14107,1475,435,5957,2492,6365,396,9037
568,17570,4083,9051,9978,7779,5924,7555,701,10095
569,216,348,367,446,1438,496,3389,1755,2804
570,247,788,1836,2624,580,1999,1653,53,1002
571,20918,20256,637,30010,9091,10278,24588,636,9746
572,1501,2300,451,996,417,167,24868,7879,3325
573,9137,9130,5421,12006,6650,5611,11920,7086,1618
574,19884,182,1384,1570,11556,4767,714,3055,4505
575,160,243,1088,552,114,1331,2991,3587,2922
576,7441,781,1289,83,7405,104,6372,1482,2089
577,3358,10856,4082,2258,565,5357,1110,9187,7175
578,9065,25320,646,14406,14459,9359,1769,50335,26423
579,309,803,433,18,321,3162,1460,231,3157
580,570,247,788,1836,2624,1999,1653,1002,53
581,13214,3272,3022,2712,1982,6268,1376,4298,7720
582,1515,697,2948,11373,1011,2016,871,7761,1631
583,23630,22167,1619,18671,3608,31843,4844,52215,44200
584,8975,13132,3405,4440,6286,7543,7978,593,24535
585,666,3355,50,44833,7016,4201,12657,617,29028
586,4257,3673,285,163,4404,1719,22,2194,183
587,10615,12917,2076,4551,48006,24567,5473,19514,2305
588,1254,590,2004,1006,547,11642,19286,18558,1003
589,16276,3073,18866,360,14263,14491,20304,8282,11210
590,1254,2004,1006,547,588,11642,19286,18558,1003
591,4395,7940,3334,286,38,67,413,1406,6
592,4511,14099,7946,29943,9244,6901,52032,11450,51977
593,4233,989,23743,5303,9344,3405,8975,584,5048
594,5567,4519,869,1784,20643,5318,12259,7270,6611
595,1140,521,1093,717,9978,10095,66,1021,4083
596,359,4964,6503,3252,3896,746,4688,6671,6985
597,1144,13064,619,9112,656,15825,3190,3766,4128
598,1099,2511,18800,27316,39307,5475,1425,19707,23543
599,73,138,103,45,1675,205,465,1661,1455
600,5033,7586,5699,15562,24370,9491,11148,22525,1316
601,6989,6690,11122,31143,862,15679,5725,2480,6524
602,293,3180,5905,1015,9230,6596,10416,4149,2458
603,7,813,156,699,1530,741,144,235,968
604,1246,12964,19290,23308,47761,20097,16778,21867,46434
605,1695,12236,1633,2441,2530,18430,10280,19837,3486
606,698,730,818,272,2086,302,514,2212,713
607,1362,24,1833,1626,246,3466,1039,505,1814
608,684,5862,3867,33537,3429,3756,3232,9830,32541
609,6978,2154,1139,5026,2155,10044,7715,7685,8917
610,2054,16961,3997,3127,8922,26866,310,3871,3394
611,754,563,1821,94,320,6867,4552,4754,28274
612,1500,495,292,2408,6414,2407,2545,3366,3817
613,410,225,1756,1479,1583,3507,482,3579,1644
614,48308,618,5079,14736,8981,7641,5249,10032,4513
615,6328,337,209,519,306,217,1402,384,638
616,1285,5334,1114,4797,6363,40454,25685,40601,2074
617,50,7016,4201,9542,20508,3355,666,8939,8108
618,5079,8981,5249,614,7641,48308,14736,4513,4021
619,1144,597,13064,3190,15825,1924,1682,9112,4894
620,226,227,450,3421,3859,792,277,60,477
621,1753,3176,6116,11768,2383,4289,1940,1566,3963
622,2190,1116,17068,800,10109,5906,1507,3795,14066
623,1459,129,872,6683,2304,3075,2092,1819,3979
624,2009,12286,1798,653,1013,8605,14826,7814,1003
625,9008,2887,6914,10178,7907,6709,17024,12524,1992
626,463,185,445,2211,31012,1470,2415,693,845
627,4958,1419,854,2468,1404,1773,1757,559,2945
628,1361,1542,1641,319,169,232,341,2512,1584
629,731,1092,9136,10792,2595,2396,1516,5951,1656
630,271,1608,648,713,17495,1424,409,264,441
631,1439,1437,3931,1612,8228,16013,7209,3120,2623
632,564,2420,2876,752,2965,13774,4772,5319,2168
633,2755,769,4141,3188,3665,2236,1443,984,3322
634,6516,4383,4953,3994,13322,1968,3964,2365,1967
635,3812,1647,9316,50936,17986,9397,13550,52571,11110
636,10278,20256,9746,647,637,2424,30010,4077,571
637,10278,20256,9746,4077,571,636,2424,30010,20918
638,39,306,876,217,879,276,519,1777,847
639,12320,12008,12523,11685,10400,2343,3663,7848,5057
640,8289,8959,53137,17109,48092,15244,32667,891,4931
641,7726,7396,1110,4253,7175,2258,8995,6926,7352
642,753,14201,42,768,13,1368,836,2152,1335
643,2233,1508,7156,8160,2539,13711,1484,7811,1085
644,9369,10889,12664,12977,5680,12826,13418,9379,6158
645,2741,5367,2110,1535,21131,4944,1247,4945,2032
646,1769,578,14459,9065,9359,25320,28245,5418,15326
647,6101,636,26728,4972,10278,30010,20256,2500,9746
648,630,264,271,1608,429,1467,2251,707,441
649,9089,1568,2402,3851,3076,1663,10607,3791,10680
650,5441,4991,8930,7279,6249,5955,2849,5819,13226
651,8728,7542,8744,1314,5562,41019,8667,5769,8431
652,37146,2593,2610,1594,1602,195,3490,812,499
653,1798,1013,14826,7814,624,2009,23148,12286,547
654,418,2920,486,1809,5170,3927,4719,2622,8098
655,329,1792,102,1381,17,13828,2806,3362,3696
656,9112,13064,597,1144,3766,6702,3850,3770,619
657,3360,6433,2352,13610,4965,15397,7011,2949,22642
658,385,6777,3031,11375,3762,13129,10275,807,7487
659,70,4437,202,20526,8,4107,4542,7265,7199
660,6534,6808,661,2952,28062,6502,4231,7574,3646
661,6808,660,7574,2952,4231,7573,3138,28062,6932
662,1882,2947,23871,2323,9102,4451,1055,3986,10262
663,15139,1477,3101,1646,20745,2924,7180,9942,9216
664,2968,30405,49617,6252,10130,2210,3664,9222,3923
665,2984,5401,4477,1345,1928,2366,3089,1242,5498
666,585,3355,50,7016,4201,617,44833,9542,29028
667,10974,13175,8195,28107,13459,35306,32994,30946,22221
668,4452,4142,2921,6332,24285,5510,11420,12191,277
669,830,1032,1446,1115,828,1287,1369,1607,10032
670,4880,1926,4783,8187,13708,10344,9499,43381,11425
671,4850,2341,3339,2196,1412,4185,16347,30582,704
672,1126,5143,11708,40238,6861,29206,29508,9517,14167
673,29808,1084,40026,24545,7661,12200,25171,14855,33719
674,13767,34622,8023,21159,15788,2869,26323,11966,31376
675,1283,1034,831,122,1764,2353,1366,1380,384
676,14264,1499,1748,1768,45529,9257,1698,6195,48498
677,12962,4114,2805,9444,6699,5240,8294,9515,7957
678,26311,2913,6998,21650,4929,1280,9044,10312,4152
679,791,116,546,1491,2497,2401,273,374,1742
680,1799,65,6465,283,375,170,3888,5980,3607
681,402,718,2784,9844,1789,1722,13483,526,3955
682,41,21167,4250,4478,4394,380,6866,11883,4372
683,331,4713,2183,3467,7392,3357,3133,1422,6367
684,608,5862,33537,3232,3867,32541,9830,1338,3429
685,177,2185,189,2071,3894,4393,1024,12696,4062
686,1098,18383,9835,8997,9031,4116,652,4864,37146
687,9842,8021,9075,395,141,811,15139,14014,1649
688,214,1359,772,1445,1001,1391,1090,11814,1688
689,4192,5740,5465,3287,522,21601,3132,3621,782
690,2201,16962,7690,15839,7448,6958,8071,8624,1521
691,251,146,1611,15930,2107,2230,207,3420,18116
692,796,748,3906,4273,22774,6555,12354,1029,4449
693,1470,185,845,2415,445,463,2509,2211,31012
694,294,812,1096,1560,6735,2826,1731,195,499
695,256,3959,1546,7251,11006,11932,10890,5013,478
696,38,6,1707,67,286,2586,464,335,2621
697,1515,582,2948,1011,11373,2016,871,1631,7761
698,730,606,818,2086,272,302,713,514,1424
699,156,5408,603,480,7,813,144,3881,741
700,33538,4824,10555,12487,3710,17785,12586,2083,3508
701,10095,4083,9978,717,568,1461,17570,9051,595
702,787,5333,54194,28336,29476,23427,11054,1238,45223
703,298,1487,1627,421,6899,558,6357,2619,82
704,15260,3339,4850,16347,1412,671,720,1284,2196
705,855,15295,1503,9128,5133,13434,9144,6295,7807
706,2051,2632,18945,5434,7516,10413,1174,7495,12384
707,1467,264,133,2272,2251,429,340,648,3168
708,16242,7244,23372,20425,31198,24862,388,21380,24109
709,15445,726,53308,3911,2259,1737,5164,1509,9205
710,20651,1281,3195,3102,3241,3767,18109,5387,1783
711,2658,4341,4021,4014,8981,41714,4442,5249,7564
712,1315,46119,2243,10872,4012,7364,3130,22525,1316
713,1424,17495,1608,630,271,409,730,698,606
714,1384,182,21642,19884,2506,2187,12944,2356,2257
715,1408,7420,19950,1290,9193,1715,20829,20518,4665
716,174,220,2534,123,2611,2275,15682,1414,2515
717,10095,595,1461,701,1093,1021,1140,9978,4083
718,2784,402,681,9844,13483,526,1789,1119,1042
719,1322,1434,4260,8148,5711,3814,3803,7483,4862
720,1284,1605,1458,981,6710,13533,4185,1412,2196
721,1557,9,1339,490,2904,1662,3912,15820,7373
722,2459,20632,1508,3774,6215,643,11862,18450,7811
723,11603,3825,11178,15613,11115,3460,13073,1899,16177
724,3543,376,6455,14,1662,1502,2996,15820,93
725,2465,6885,2722,4999,3712,2723,4486,3503,11927
726,53308,15445,709,10109,800,9068,14906,745,3965
727,31322,49768,5174,5230,3142,44208,31009,9395,35935
728,4977,2411,23434,7666,18911,38418,3502,23834,14319
729,863,2195,1943,4781,6598,874,6274,2910,1908
730,698,606,818,2086,272,713,1424,302,17495
731,629,1092,10792,9136,1516,5951,2595,1656,2396
732,26885,3661,11938,32911,5667,31533,41684,22232,11566
733,5074,7224,4332,14445,3206,1983,1131,1130,5697
734,64,425,252,100,6068,1781,3556,13408,172
735,75,334,7052,2516,3893,10285,4792,7772,3607
736,757,9684,10423,28267,11822,38756,24603,29566,28080
737,1056,4255,13204,6452,1606,5703,2937,2812,20602
738,11326,14074,6493,22056,24818,9280,20884,32993,24817
739,11107,10345,19123,17985,24071,43662,12899,56833,15889
740,12381,23513,5389,7243,16890,5354,3989,6601,3234
741,144,1530,480,235,795,8994,156,603,7
742,1007,5503,6948,6319,5004,8078,8246,7890,7113
743,1709,1387,13013,7662,3821,2604,1978,135,106
744,381,23034,11367,9073,777,1333,816,4928,6850
745,14906,9068,16516,14066,15445,6148,17068,726,800
746,6503,6671,6558,21632,4124,4964,1146,20118,2917
747,3954,72,40,4130,3256,3915,6137,1214,1068
748,692,796,3906,4273,12354,6555,22774,1029,1554
749,1944,2295,2296,2297,6654,5802,851,2303,2298
750,1026,3726,16163,6732,17414,3977,7634,18870,1123
751,457,484,2716,1453,1673,558,421,4166,2800
752,512,2965,2363,2168,13774,2776,632,564,3177
753,642,14201,42,768,13,1368,836,2152,1335
754,1821,563,611,4754,4552,1442,94,6867,320
755,13483,555,526,1664,1042,1119,9844,2784,718
756,134,1100,2691,778,8317,2410,29353,7013,2239
757,736,28267,38756,9684,10423,29566,11822,15066,10898
758,32633,14819,6372,7441,576,5647,5357,565,781
759,554,5935,10924,398,1640,30994,1510,1820,2459
760,14010,16903,6209,5392,3433,43955,8722,7981,15673
761,541,4089,17326,9628,6796,3377,5753,4949,14244
762,23532,9818,2768,8720,10987,5508,4102,15631,48076
763,1430,1663,9052,19530,9007,5359,5311,7634,7443
764,22572,12844,5100,4829,6338,30850,6389,19492,9577
765,2205,2888,6188,1243,6599,12179,6615,4316,1827
766,1548,2809,494,3348,2085,15617,200,180,17020
767,5253,7961,2831,1326,6235,476,1104,10241,1106
768,1368,1335,13,642,753,14201,42,2152,279
769,633,215,4141,2755,3188,3665,10540,2236,6701
770,47,1998,1010,24945,1449,5531,24986,19334,1004
771,411,2721,1744,8201,13107,2094,1514,1779,1396
772,1359,11814,214,688,1688,1445,1391,2674,1001
773,1354,1448,1752,6115,8225,1028,12150,312,13081
774,10928,1386,132,26178,29188,2845,6354,7311,8072
775,12496,2632,18945,2051,706,48539,40799,14098,5434
776,5547,11350,8015,44683,140,4436,4580,4512,4387
777,1333,816,9073,744,381,23034,11367,295,1524
778,134,1100,756,8317,9634,2691,29353,2410,1121
779,22873,43218,14427,47805,15536,43172,19524,17589,43215
780,371,4192,136,689,782,838,5740,261,5465
781,7441,1289,83,576,104,7405,1482,5357,2089
782,4192,689,1019,1096,780,522,3621,6735,5465
783,10993,24425,6672,5259,31461,857,30846,9876,23506
784,7631,1409,30661,16883,390,9024,4523,1533,4660
785,5383,10046,2440,4049,2260,2319,4969,10303,9547
786,2782,4035,1292,181,3739,24367,2231,1910,12105
787,702,5333,54194,28336,29476,23427,11054,1238,45223
788,247,570,2624,1836,1653,1999,580,53,1002
789,1942,1504,34,1623,1661,219,11737,84,377
790,2542,2612,3234,4058,6246,5354,7241,6909,6601
791,679,1491,546,374,116,2497,1742,2,2401
792,277,227,3859,226,620,3421,6332,24285,6770
793,387,1091,1371,2757,6886,2684,405,6688,265
794,2749,13409,2752,13113,127,1791,4782,3478,1823
795,235,8994,1530,741,144,480,813,7,603
796,692,748,3906,4273,22774,6555,12354,1029,4449
797,351,5362,1643,240,3071,3895,406,5892,6484
798,392,396,1574,9744,3266,4327,25231,567,14107
799,6317,1529,1644,1682,1924,1583,1405,225,1756
800,10109,17068,622,2190,1116,53308,726,16516,14066
801,33836,9299,28666,25441,23286,39624,14753,36343,39059
802,128,11203,125,867,1483,3291,9157,1527,165
803,579,309,1460,18,321,433,1828,3060,3162
804,15118,9739,8118,1788,7656,6804,848,7857,4444
805,12308,15066,29566,14778,27901,13104,4099,8319,15263
806,1628,1741,6401,9934,37144,7794,4194,9011,1980
807,6230,8801,6777,658,12867,385,9895,10275,29947
808,8669,24482,1141,14567,4940,7019,5244,4096,12767
809,3019,1324,48001,2601,8858,58,1635,9394,2982
810,5081,30712,33599,10355,16833,4280,8022,6471,10602
811,141,14014,1649,1651,1706,2535,395,687,21738
812,294,195,499,6735,694,1096,1602,1594,1560
813,7,603,156,968,235,1994,795,1530,8994
814,16129,11985,11352,8674,21516,14347,15479,9911,3148
815,4,2241,87,2112,1977,275,201,2775,516
816,1333,777,1524,975,23034,744,1665,10127,9073
817,517,1714,6224,19984,3804,13626,2521,1629,2477
818,606,698,730,302,514,272,2086,2212,231
819,9167,1282,1720,2724,6315,23940,6105,46774,4800
820,30,987,533,354,350,3087,2891,361,1332
821,3533,430,93,5774,1502,2318,2996,15820,1662
822,6825,2041,6484,406,3895,3071,1931,1643,1932
823,875,1713,2312,2993,10,278,2088,3393,2042
824,1403,985,6906,4066,3787,3230,419,4998,6486
825,37,6450,10286,6355,2801,8295,12088,1536,1959
826,7367,24161,5551,30440,2697,39767,4309,30029,2699
827,2522,11,3695,2614,1921,3603,6779,13600,39718
828,3291,669,830,1483,867,1032,1446,10032,9157
829,1379,2409,3209,1389,10173,9609,10253,9040,2754
830,10032,669,7716,828,1115,44463,1032,1446,7936
831,122,1034,675,1283,1036,266,384,1764,1366
832,3808,472,2764,9340,4664,3530,1745,3447,966
833,1670,1579,1616,1636,297,2358,25,1615,145
834,1539,4544,1494,5168,3548,767,1106,7961,5253
835,18812,16237,9847,12121,7850,9863,14005,2878,9380
836,1370,173,14201,753,642,42,1603,230,17787
837,1323,1812,2422,1420,193,368,4899,347,4112
838,14455,4577,4515,7389,6887,780,371,261,4487
839,4910,7919,7575,4329,4339,26312,6343,10779,11345
840,21704,9053,6736,19179,4537,4573,5184,23111,14266
841,9627,113,3441,14728,9022,1120,1143,9144,32339
842,15266,7085,1337,3567,14621,1134,8485,21682,1133
843,1195,3112,3276,2646,3645,30847,6743,1201,1187
844,1425,19707,24587,17439,24592,2511,9530,23150,23543
845,2509,693,1470,445,185,1496,31012,463,2415
846,2189,8301,1835,3991,3018,6439,9881,6473,7214
847,1797,217,1380,1366,876,2537,384,337,209
848,4604,1123,7656,8118,6804,15118,2600,1788,804
849,1043,1038,2478,1463,89,1473,66,1512,136
850,2083,3508,4824,2679,12487,700,12586,7024,17785
851,5477,6200,3625,2374,4750,11382,2180,5238,749
852,6491,15295,32339,4562,705,4566,14910,9128,1503
853,3515,4596,5893,11539,11280,9828,8626,19220,11099
854,1419,1773,1757,627,4958,3200,1404,2468,466
855,1503,9128,705,5133,13434,15295,6295,9144,7807
856,9898,1505,41857,6955,7778,971,1525,9918,5009
857,5259,6672,9876,30846,9896,23506,10993,783,8746
858,10031,9186,2116,6715,5083,4599,9060,6383,12447
859,6866,28652,6997,380,4394,489,5947,11883,10735
860,5580,12076,416,4579,6893,6473,3620,7214,3991
861,2493,3038,3530,2681,3447,4134,5127,472,9661
862,6524,601,9151,1717,2480,2463,4809,13176,15679
863,729,6598,2195,4781,6274,1943,6841,5960,1312
864,1708,3844,13392,8256,3376,19083,3386,4959,24241
865,53,1002,1653,1999,1536,1959,7050,4997,788
866,1556,1759,5016,3720,23489,3369,3463,11639,5291
867,1483,3291,9157,11203,802,128,9203,828,9172
868,2316,1597,1273,13167,36308,1531,35727,7522,46564
869,1784,5318,7270,594,5567,20643,4519,7876,12118
870,2740,2396,2688,3546,3810,2595,2747,49784,1516
871,1011,13561,11373,2016,1631,697,1515,23131,582
872,623,1459,6742,129,2304,2092,7068,1819,6683
873,4419,5880,50614,4397,9025,21829,5635,22281,6362
874,1943,2024,2910,2195,2628,2634,729,4781,6586
875,823,1713,10,278,2993,2088,2312,2042,1802
876,39,638,1777,217,847,276,2153,306,2479
877,1136,41263,27522,28302,49862,46757,28123,31753,3289
878,8998,44683,555,8015,526,4512,5951,4580,1092
879,7446,276,2200,1402,306,39,519,638,7615
880,23639,36580,15075,27104,11995,908,25869,25447,7104
881,3374,3011,3221,899,15464,8393,892,13568,4091
882,3516,3585,3459,4262,1046,928,7021,25756,19267
883,1016,8553,8497,7828,5679,14500,2481,1852,1864
884,2861,11659,1061,2975,15208,918,8113,7535,3509
885,2644,915,2647,1863,1200,10617,3578,13913,14418
886,911,2734,2098,1545,13137,914,2104,2958,10084
887,2121,12398,9775,46,5614,4837,4133,28241,7392
888,930,938,934,2850,919,7010,3649,1851,6156
889,2129,7696,6530,2882,8089,2854,6203,11442,6678
890,6944,11736,1046,7021,928,25756,6939,19267,3516
891,640,8959,8289,48092,1236,53137,16560,7745,15244
892,8631,1219,899,1208,1216,12240,3011,881,12885
893,20084,1880,5504,6553,1207,4859,5505,10765,1102
894,916,4926,7509,5840,2329,6933,2718,6842,10786
895,2835,2842,13913,11415,1200,1863,13667,10617,24637
896,7112,5868,8499,5949,24466,1186,2123,8083,18004
897,3113,8055,6667,6147,12961,17588,14645,5843,5829
898,7010,26874,2850,919,934,14874,938,5374,6859
899,892,8631,881,3011,1219,3374,1208,15464,3469
900,993,6948,5004,5503,11700,10750,742,10995,1007
901,921,25331,946,23695,3514,3870,30207,8509,8386
902,1964,8030,7136,6218,22078,3522,4200,14965,1934
903,1861,5727,10203,24243,1984,7694,5701,13164,4243
904,7569,2710,2706,2953,6698,32803,3333,3462,13071
905,8069,343,10557,2528,11810,4338,4922,11897,7556
906,3711,1867,3698,12514,1881,3640,1830,40975,2982
907,3383,1000,7344,1277,325,7908,4276,3835,1938
908,35375,36549,11379,20075,36580,15075,27104,23639,880
909,3003,6560,7123,2267,1178,1210,5052,1082,25149
910,3837,2852,10420,6980,8372,3220,17371,25328,8028
911,886,2098,2734,914,1545,2104,13137,2958,423
912,2123,1186,4402,11029,7112,10027,8499,5949,24466
913,12688,9779,905,6902,7561,317,8484,5338,2099
914,2104,2958,40479,911,886,4428,2098,2734,44886
915,1863,885,2644,1200,10617,2647,13913,14418,2842
916,894,6933,2718,6842,12716,1712,1064,17368,8196
917,18233,16888,11586,4265,20191,41085,3255,9596,2785
918,15208,3509,8113,7535,884,8306,25194,2975,2861
919,938,930,934,2850,888,7010,14874,898,1851
920,4703,6971,5374,6859,7101,5738,7576,10009,7385
